ACC-X-Ring1,ACC-Y-Ring1,ACC-Z-Ring1,GYRO-X-Ring1,GYRO-Y-Ring1,GYRO-Z-Ring1,ACC-X-Ring2,ACC-Y-Ring2,ACC-Z-Ring2,GYRO-X-Ring2,GYRO-Y-Ring2,GYRO-Z-Ring2,TEST
-0.57,-16.45,-13.38,-30.37,-19.63,6.3,-4.41,-14.57,14.86,-0.78,-5.62,-6.74,13
-1.23,-14.5,-11.14,-7.08,-14.99,6.69,-3.76,-15.66,16.15,4.78,-0.34,-0.34,13
0.03,-16.31,-11.76,-7.62,-2.83,-3.66,-4.26,-14.85,14.82,3.37,1.66,1.66,13
0.4,-17.25,-13.85,5.37,4.93,0.2,-4.23,-16.56,16.17,20.12,4.93,0.78,13
-0.79,-15.84,-12.89,8.3,0.88,3.86,-4.93,-12.06,16.98,46.53,15.82,3.56,13
1.4,-19.08,-11.94,19.73,14.06,-2.0,-5.51,-10.57,17.19,27.44,5.76,0.88,13
1.0,-18.08,-10.25,48.88,29.98,-0.39,-5.54,-11.42,17.96,32.47,6.35,2.93,13
1.26,-17.67,-8.77,25.54,18.41,-2.29,-6.26,-7.36,19.04,80.37,13.62,13.33,13
2.54,-20.08,-7.85,28.86,19.34,-5.52,-7.52,-1.75,19.34,70.21,10.3,12.84,13
3.88,-21.64,-4.46,73.34,42.58,-11.87,-7.55,0.14,19.1,68.46,6.59,10.25,13
2.91,-20.19,-0.69,67.38,36.23,-8.01,-7.35,5.39,18.28,67.77,5.22,7.91,13
4.51,-20.86,3.5,62.5,34.81,-8.84,-7.18,9.95,15.54,74.61,0.24,6.25,13
3.66,-19.11,7.82,62.45,36.77,-7.23,-7.82,15.66,13.43,80.32,-9.28,2.54,13
2.95,-15.77,11.61,66.6,35.16,-8.11,-7.1,19.33,11.32,79.64,-6.01,11.87,13
1.33,-11.98,15.36,70.61,25.15,-1.9,-6.49,17.4,11.18,33.35,0.2,2.54,13
-0.22,-5.31,21.12,-8.11,-1.37,-3.27,-8.39,19.75,4.78,-1.71,-0.34,-3.42,14
0.4,-8.26,20.19,-20.17,-11.67,-1.46,-8.97,18.03,7.53,-13.72,2.39,-3.96,14
2.53,-4.4,21.92,-47.9,-31.69,1.46,-8.84,23.88,8.51,-29.35,1.17,14.99,14
1.51,-10.0,15.62,-125.88,-65.53,25.05,-9.19,18.18,8.63,-124.17,-9.91,-18.65,14
3.52,-17.41,9.07,-87.35,-59.23,14.7,-9.29,5.9,12.94,-107.23,-11.23,-7.86,14
5.87,-19.2,5.52,-64.26,-50.98,7.57,-7.7,6.26,18.83,-76.22,-11.67,18.21,14
4.99,-18.84,1.79,-85.79,-65.62,23.39,-7.57,6.29,19.8,-90.19,-9.62,1.95,14
5.63,-21.15,-2.65,-71.29,-44.43,21.0,-7.44,-4.21,18.7,-88.87,-5.96,-10.16,14
3.58,-19.23,-5.0,-41.31,-27.69,13.77,-6.64,-4.12,19.72,-45.61,-6.1,-3.22,14
2.54,-17.65,-7.14,-56.15,-30.42,15.67,-6.67,-5.91,18.35,-55.71,-6.35,-11.47,14
0.78,-18.19,-12.19,-48.83,-31.1,6.64,-5.86,-11.3,17.45,-55.32,-8.54,-12.21,14
1.09,-17.02,-11.34,-7.72,-7.18,1.86,-5.78,-10.94,17.66,-0.68,0.73,3.81,14
1.06,-16.6,-12.78,-17.09,-10.94,2.54,-5.93,-13.95,15.87,-27.25,5.57,-20.75,14
0.01,-17.04,-15.18,-21.29,-8.4,6.98,-5.02,-14.31,15.67,-20.8,-8.94,-13.23,14
0.87,-15.72,-12.0,2.88,-6.59,3.03,-5.22,-14.07,15.55,2.25,-0.24,14.75,14
0.64,-16.36,-12.73,5.22,-1.66,4.3,-5.52,-14.69,15.26,-3.37,5.57,0.93,14
2.34,-19.43,-12.67,26.27,26.12,4.2,-5.16,-15.89,16.14,17.48,4.2,2.2,14
0.55,-15.41,-9.88,82.08,61.87,-0.83,-6.37,-6.54,16.98,108.94,16.8,14.5,14
3.42,-20.93,-6.45,72.07,46.44,-12.45,-7.1,-8.41,17.94,78.37,8.59,24.76,14
2.94,-19.67,-0.96,91.45,38.92,-10.5,-7.4,2.65,20.8,108.89,3.56,30.08,14
1.47,-17.69,-9.71,-99.46,-53.37,28.56,-5.76,-11.44,15.24,-29.39,16.75,-16.75,15
-0.39,-17.95,-13.11,-34.72,-25.88,11.52,-4.8,-12.23,15.64,-11.18,4.83,15.92,15
-0.95,-18.25,-16.99,-19.43,-8.11,0.1,-4.82,-14.41,14.48,-12.16,-6.74,-7.13,15
0.06,-15.3,-12.91,-10.94,2.44,-1.37,-4.23,-13.79,16.33,1.61,-0.78,-8.06,15
0.64,-17.34,-13.55,4.44,-2.69,-0.39,-3.96,-16.35,14.97,14.06,5.47,-3.91,15
0.26,-15.53,-14.41,3.22,14.99,8.84,-4.1,-15.21,15.51,30.66,7.32,-4.05,15
1.63,-16.57,-13.87,6.15,23.24,4.54,-5.24,-10.85,16.16,49.02,11.13,8.35,15
1.95,-17.86,-13.06,33.79,20.61,2.49,-4.76,-13.34,17.09,8.94,3.61,0.1,15
1.56,-17.41,-11.06,3.03,0.29,2.49,-5.62,-11.95,17.11,50.44,9.86,10.5,15
2.34,-18.98,-10.4,35.16,22.85,-0.24,-6.28,-6.59,18.99,110.3,16.8,20.65,15
5.03,-21.55,-7.87,68.85,62.01,-11.72,-7.2,-2.67,18.86,122.9,16.6,20.31,15
5.5,-22.44,-3.17,93.41,67.04,2.78,-7.91,4.97,15.91,155.76,15.77,27.59,15
3.8,-21.54,2.66,131.4,58.25,8.2,-7.34,14.33,11.41,131.2,4.3,20.12,15
0.62,-13.99,10.92,149.07,54.93,7.71,-6.5,17.27,8.26,79.98,-1.66,14.5,15
-2.52,-7.74,15.83,111.67,25.98,6.79,-5.76,20.51,5.5,65.58,-4.54,1.56,15
-0.97,-7.72,19.6,85.55,19.82,0.34,-7.89,26.96,7.78,12.94,-9.03,4.93,15
-1.76,-4.04,21.67,7.47,8.11,-9.42,-6.88,16.36,3.87,-3.56,1.32,10.99,15
-4.5,-3.65,18.07,2.44,27.73,10.4,-7.55,17.0,4.37,-10.99,-4.74,-9.37,15
-0.53,-5.13,22.59,-9.72,4.1,-1.81,-7.85,18.23,4.28,0.63,1.86,-0.63,15
-1.42,-7.16,20.88,-1.27,-0.93,2.1,-7.14,18.15,5.16,-2.05,-0.93,-0.39,15
4.81,-13.02,19.13,-40.92,-27.15,3.76,-6.36,15.76,11.78,-45.26,-4.69,-2.39,16
3.3,-15.08,12.84,-108.01,-61.04,13.13,-7.05,11.82,13.07,-122.51,-7.23,-5.18,16
4.04,-16.27,10.18,-121.78,-61.91,21.83,-6.57,11.72,16.15,-132.13,-15.77,-4.3,16
4.49,-20.94,2.03,-133.3,-66.02,29.88,-5.65,0.27,18.25,-144.48,-10.06,-11.52,16
4.21,-20.7,-4.3,-102.34,-56.3,16.46,-5.26,-6.32,18.43,-112.99,-10.6,-1.12,16
2.98,-20.08,-9.19,-71.53,-35.45,11.08,-4.22,-12.39,18.28,-80.52,-12.5,-12.89,16
2.0,-17.66,-10.88,-38.62,-10.89,4.59,-3.99,-12.67,17.11,-37.5,-6.25,-7.28,16
1.16,-19.03,-14.38,-12.99,-10.84,7.42,-3.5,-18.07,16.69,-28.13,1.71,-7.57,16
-0.87,-14.66,-14.26,-8.98,-1.66,9.28,-3.9,-14.77,14.79,-9.91,0.68,-4.79,16
0.53,-15.96,-13.25,0.29,-4.49,1.76,-3.64,-14.72,15.49,-2.49,0.2,5.42,16
0.81,-16.24,-13.29,-0.0,-0.93,0.2,-3.56,-15.34,15.47,-1.32,-0.29,-2.05,16
0.7,-15.92,-13.22,8.01,5.13,1.42,-3.46,-14.75,15.63,6.01,1.37,-2.44,16
0.49,-16.26,-13.47,7.13,9.47,1.9,-3.51,-14.76,15.85,9.18,2.34,-4.79,16
0.85,-16.97,-13.15,4.3,5.71,3.03,-3.44,-14.28,16.37,4.35,2.98,-4.83,16
0.59,-16.61,-11.63,52.39,31.54,3.17,-4.32,-12.38,16.64,53.32,14.06,3.86,16
2.75,-19.69,-8.95,76.61,42.29,-5.32,-4.52,-11.94,17.6,77.05,12.55,4.98,16
3.92,-21.59,-4.4,118.07,67.77,-4.74,-5.92,-7.09,18.27,135.84,23.58,7.47,16
1.83,-18.61,2.05,166.02,67.33,-5.47,-7.54,2.61,16.3,171.09,16.89,20.41,16
1.61,-17.13,10.81,111.72,47.31,-11.13,-7.53,8.48,15.31,117.92,14.01,0.73,16
3.48,-17.13,15.52,32.08,7.76,-6.2,-7.38,12.31,15.11,34.62,-0.59,2.0,16
-0.91,-6.41,17.24,-65.33,-28.27,0.63,-7.09,7.5,16.85,-151.71,-23.19,-8.15,17
3.07,-15.36,13.84,-131.4,-51.03,7.18,-5.9,-3.93,18.48,-155.32,-21.0,-10.64,17
1.63,-17.78,4.65,-162.21,-65.67,22.46,-4.19,-9.57,18.53,-116.31,-18.41,-8.06,17
2.28,-19.56,-4.38,-144.97,-64.89,18.26,-4.22,-14.17,16.63,-67.77,-6.64,7.28,17
2.01,-19.88,-11.74,-101.32,-43.6,10.99,-4.8,-14.19,15.49,-29.2,3.76,5.96,17
1.27,-18.24,-12.41,-46.78,-16.5,5.47,-4.68,-16.08,13.92,-8.01,14.26,-3.37,17
0.87,-17.16,-12.31,-13.43,-6.1,8.5,-5.81,-14.03,13.74,2.05,2.29,3.22,17
-1.8,-14.72,-13.7,1.03,-17.58,7.62,-5.11,-13.9,15.74,6.3,0.1,6.54,17
-1.17,-16.3,-13.66,1.37,5.91,-1.37,-6.05,-17.04,15.12,51.46,8.84,2.69,17
-0.68,-17.54,-12.49,16.26,6.2,2.59,-6.56,-8.46,17.1,34.13,2.39,-6.54,17
-1.43,-17.22,-11.53,71.87,41.41,2.49,-5.76,-12.43,16.28,142.72,26.27,8.54,17
2.15,-21.73,-9.67,17.43,20.75,-7.81,-7.84,-4.3,17.29,166.02,25.63,23.29,17
1.52,-20.02,-5.69,142.09,74.32,-8.84,-7.85,5.07,15.64,144.82,13.57,21.78,17
0.47,-18.0,3.03,161.72,55.47,-6.93,-6.79,14.74,11.17,169.58,18.55,28.17,17
2.17,-18.56,9.5,169.58,26.81,-13.48,-6.17,19.28,7.53,74.61,10.16,14.36,17
-0.6,-7.36,16.41,155.32,17.92,-10.89,-5.91,23.05,5.59,32.42,7.23,6.25,17
1.38,-5.46,22.09,58.06,6.1,-0.2,-5.68,18.9,4.1,-0.54,-3.37,2.25,17
-0.57,-1.64,21.65,12.74,-0.2,4.0,-6.12,18.8,4.3,1.61,1.17,1.27,17
0.68,-5.03,21.01,-1.17,-0.68,1.76,-6.12,18.67,5.02,-3.76,-4.83,-2.98,17
-0.15,-3.09,20.42,-5.03,-3.03,2.2,-6.02,18.59,4.48,-1.37,0.24,1.71,17
3.11,-13.32,14.77,-125.24,-48.49,23.24,-6.6,15.71,14.07,-126.32,-13.87,-6.15,18
3.67,-19.54,4.89,-192.24,-66.94,30.22,-6.45,7.07,14.89,-194.24,-30.96,-23.97,18
2.12,-21.01,-5.01,-130.71,-51.42,14.79,-5.72,-8.22,16.97,-150.68,-16.46,-21.78,18
-0.24,-16.69,-10.59,-85.5,-40.72,19.63,-4.03,-11.95,18.14,-90.23,-12.01,-14.84,18
-0.55,-15.98,-13.28,-41.21,-15.43,10.21,-3.67,-14.57,16.55,-41.94,-2.49,-5.66,18
-0.52,-15.68,-13.38,-8.4,-10.21,9.28,-4.15,-13.74,15.63,-9.33,6.45,5.86,18
-0.25,-14.49,-12.2,0.98,-6.98,-0.93,-4.71,-14.77,13.91,-0.0,-4.54,5.66,18
0.97,-17.11,-13.94,7.13,5.57,-1.03,-3.4,-15.2,16.35,8.64,-4.0,-2.34,18
2.22,-18.97,-13.36,48.19,26.9,6.2,-3.35,-16.0,16.71,36.77,9.13,0.2,18
1.1,-18.64,-11.27,58.54,35.79,0.39,-4.7,-13.64,16.81,56.4,14.36,-6.54,18
2.68,-20.43,-8.04,56.3,33.2,-3.91,-5.43,-11.03,18.33,56.84,10.01,-0.2,18
3.68,-21.82,-5.86,83.11,43.55,-10.16,-5.17,-9.69,18.75,81.79,14.7,6.2,18
3.01,-20.26,0.06,119.04,55.42,-5.71,-5.98,-0.81,18.58,125.98,16.7,14.65,18
4.21,-21.68,6.58,114.45,48.14,-8.35,-6.99,2.76,17.44,114.31,16.6,8.35,18
2.53,-17.52,12.06,144.38,53.47,-6.54,-7.34,9.3,13.28,146.04,20.56,16.85,18
1.91,-12.3,19.13,72.7,13.38,-1.86,-7.29,17.16,11.71,68.41,12.74,16.31,18
-1.45,-6.55,18.77,69.78,20.75,6.45,-7.03,17.33,7.19,66.8,15.23,3.03,18
-2.44,-2.13,20.3,16.36,-4.15,2.25,-6.69,21.8,5.84,26.12,-0.93,8.01,18
0.52,-7.44,21.09,1.56,1.42,-1.07,-6.11,18.47,6.93,0.24,-5.42,-2.25,18
-0.06,-6.23,21.02,3.61,-5.13,1.76,-6.67,18.9,6.31,1.32,-0.78,4.69,18
4.02,-19.07,5.69,-227.2,-109.23,18.41,-5.67,5.88,13.1,-235.6,-27.49,-10.3,19
4.6,-22.36,-2.02,-148.1,-78.61,24.51,-5.34,-5.6,17.54,-141.75,-11.91,-6.15,19
3.13,-20.64,-9.61,-119.63,-70.75,8.06,-4.42,-12.75,17.05,-121.92,-19.19,-12.4,19
0.54,-16.89,-11.77,-22.71,-24.56,7.91,-4.26,-11.28,16.97,-32.08,-4.3,8.01,19
0.14,-16.54,-13.59,-23.39,-4.25,-0.83,-3.5,-13.76,16.48,-18.7,-4.49,6.05,19
0.38,-15.15,-12.5,-18.65,3.56,0.15,-3.63,-14.12,15.48,-15.48,-0.63,-5.18,19
0.46,-15.58,-14.12,-6.49,-10.45,0.44,-3.22,-15.66,16.3,-10.01,-0.05,2.88,19
0.18,-16.06,-14.25,3.17,-9.96,0.54,-4.13,-15.24,15.08,-0.68,0.73,8.35,19
-0.01,-15.87,-14.57,-1.61,-0.1,1.66,-3.95,-15.87,15.54,-0.49,0.15,0.78,19
0.88,-16.96,-13.64,14.4,4.98,-0.93,-3.99,-16.6,15.5,15.97,0.63,4.88,19
0.47,-18.65,-15.8,96.97,48.34,4.74,-4.02,-14.63,19.64,107.86,14.79,34.72,19
2.3,-21.98,-6.66,178.03,65.67,-9.77,-6.77,-5.41,14.98,176.56,7.57,26.56,19
-1.43,-17.06,3.06,156.01,87.45,-5.08,-6.57,9.78,17.19,147.61,-8.06,9.72,19
1.53,-15.03,11.61,93.9,-2.15,-12.84,-5.9,11.7,15.4,62.89,-22.22,-0.15,19
2.49,-16.54,13.27,45.07,18.6,-18.75,-4.16,12.96,16.59,49.37,-14.36,-0.98,19
2.53,-14.48,15.83,50.49,28.03,-6.79,-4.15,14.56,13.86,57.03,0.44,-4.64,19
1.33,-9.74,19.23,61.28,9.42,-8.35,-4.07,17.75,9.45,67.77,5.57,-2.29,19
0.38,-5.19,19.92,82.86,25.34,-7.18,-3.61,21.01,6.61,71.48,-5.13,1.03,19
0.01,-5.59,21.07,22.36,-3.08,-0.24,-3.96,22.12,8.24,10.74,-2.73,5.03,19
-3.7,-1.94,17.49,3.86,11.18,6.64,-6.03,16.72,2.43,-6.59,-2.93,-12.35,19
3.01,-13.0,15.37,-135.25,-60.5,12.16,-5.63,11.12,12.86,-190.09,-11.67,-0.63,20
3.51,-16.38,9.14,-180.91,-80.71,22.56,-3.7,-1.43,18.31,-139.84,-15.28,-0.2,20
6.63,-24.03,0.75,-130.52,-59.42,14.65,-2.51,-7.29,20.31,-118.51,-4.35,-2.39,20
5.78,-23.62,-5.85,-102.73,-48.78,17.38,-2.97,-8.51,19.55,-57.42,-3.03,7.81,20
3.19,-19.3,-8.37,-48.49,-30.62,14.89,-3.05,-12.86,18.54,-52.93,-3.47,5.08,20
1.63,-19.03,-11.19,-43.6,-22.61,14.5,-3.84,-11.45,16.42,-29.49,-2.1,0.78,20
0.9,-17.05,-10.95,-26.22,-12.3,4.2,-2.96,-13.8,16.81,-19.14,0.54,-3.27,20
0.36,-15.43,-13.25,-12.5,-8.01,4.15,-3.07,-13.52,15.77,-6.25,-1.32,0.54,20
1.17,-15.54,-12.38,-9.28,3.42,0.24,-2.61,-14.23,16.3,-1.07,-3.17,-4.15,20
1.3,-15.95,-13.62,-2.1,-1.32,-2.15,-2.83,-14.27,16.46,-0.73,-0.2,-2.98,20
0.81,-15.7,-13.82,-0.68,2.44,1.03,-2.63,-14.68,16.71,16.8,3.03,-2.83,20
2.43,-17.69,-12.92,19.97,10.94,2.49,-3.07,-13.57,17.62,31.05,8.35,-0.2,20
1.36,-17.95,-11.55,47.95,-9.62,8.69,-2.73,-15.81,19.43,60.69,13.13,-3.86,20
3.46,-23.5,-10.62,83.54,34.23,0.2,-4.6,-2.82,18.82,92.82,20.85,-7.62,20
1.73,-18.9,-3.5,90.77,42.43,-3.27,-4.82,-1.71,19.38,131.59,18.7,0.68,20
2.8,-20.36,-0.01,128.52,49.61,-7.42,-6.21,6.54,17.03,127.15,19.19,12.16,20
1.86,-17.71,7.93,131.3,33.4,-11.47,-6.5,12.22,13.96,118.6,13.72,9.62,20
1.38,-15.37,14.13,115.72,37.06,-9.72,-6.05,19.1,9.32,107.96,17.68,12.11,20
-1.22,-8.21,17.94,103.76,26.76,-1.81,-6.25,20.96,6.84,27.34,4.49,2.93,20
-0.02,-5.13,22.15,35.11,4.88,0.29,-6.85,18.83,4.85,2.34,1.86,-3.81,20
7.24,-19.6,9.67,-155.66,-93.65,17.04,-6.68,17.98,6.95,-0.0,0.93,1.66,21
5.4,-18.17,3.89,-141.94,-80.32,38.18,-6.59,17.58,7.34,1.37,0.44,0.0,21
4.35,-20.1,-5.21,-121.53,-78.81,26.42,-6.57,17.79,7.1,2.0,-0.34,-0.29,21
4.57,-21.04,-9.79,-96.63,-60.01,20.31,-6.57,17.61,7.02,-0.0,-0.05,-0.63,21
1.16,-17.74,-12.59,-38.77,-17.04,6.49,-6.62,17.95,6.85,1.46,0.49,0.1,21
2.52,-18.23,-13.42,-7.67,-11.87,9.23,-6.58,17.77,6.96,0.2,-0.05,-0.1,21
-0.75,-14.5,-10.93,2.05,-9.96,3.13,-6.57,17.81,6.85,-3.52,-3.66,-4.35,21
-0.27,-15.21,-12.78,-9.91,4.1,-2.2,-6.48,17.43,7.43,-0.73,0.34,0.34,21
0.08,-15.96,-14.39,-3.08,1.32,-2.49,-6.66,17.62,7.11,-1.07,-0.59,-1.12,21
-0.47,-15.56,-13.11,2.39,-2.59,-0.2,-6.6,18.17,7.04,1.07,0.59,0.2,21
1.97,-17.9,-13.62,12.35,16.75,1.76,-6.58,17.84,7.2,-0.0,-0.24,0.2,21
2.96,-21.02,-12.08,60.89,22.22,26.46,-6.54,18.01,7.16,0.68,0.44,-0.05,21
1.36,-21.63,-7.31,100.78,20.7,10.45,-6.57,17.66,7.23,0.05,0.1,-0.44,21
0.83,-17.85,2.02,162.89,27.83,-6.74,-6.47,17.76,7.22,-0.59,-0.24,0.93,21
0.83,-18.84,8.15,163.28,42.87,-32.76,-6.57,17.63,7.23,0.24,0.0,-0.49,21
1.54,-14.52,15.84,85.25,8.79,-24.12,-6.56,17.74,7.27,-0.2,-0.15,0.0,21
2.25,-13.6,18.28,74.8,22.61,-18.02,-6.56,17.8,7.14,0.1,0.05,0.93,21
2.06,-9.24,19.82,21.58,1.71,-8.3,-6.55,17.54,7.36,-0.34,-0.39,0.15,21
1.04,-6.51,20.24,31.79,2.0,-3.32,-6.47,17.76,7.18,-0.2,-0.34,0.93,21
0.49,-5.33,20.55,10.74,-2.29,-6.4,-6.42,17.82,7.3,0.1,-0.39,0.39,21
3.19,-14.22,12.48,-131.93,-48.14,18.9,-4.7,12.81,14.55,-142.92,-36.08,14.79,22
4.76,-18.91,5.54,-121.83,-55.91,27.49,-2.92,5.5,19.24,-132.86,-20.21,13.96,22
3.78,-20.38,-2.23,-123.24,-75.49,35.69,-2.6,-3.53,18.3,-140.63,-11.67,19.04,22
3.99,-20.82,-6.64,-86.96,-54.59,20.7,-1.4,-10.12,19.01,-91.99,-6.01,12.16,22
1.55,-19.21,-9.61,-52.93,-40.19,14.45,-1.4,-12.49,18.02,-70.8,-7.08,3.42,22
1.17,-17.52,-11.43,-40.67,-30.18,3.56,-1.0,-14.67,16.67,-45.07,-10.3,-4.44,22
0.02,-16.12,-11.54,3.32,-17.43,1.42,-1.41,-12.53,15.99,-1.27,-2.39,14.55,22
-2.19,-15.59,-12.59,-3.17,2.34,-1.86,-2.1,-13.38,16.24,-4.69,-6.64,-1.86,22
0.2,-16.73,-14.0,-1.47,-6.45,4.83,-0.33,-16.24,15.85,-7.42,0.39,4.1,22
0.08,-14.35,-12.85,-6.69,9.28,4.83,-0.42,-14.33,14.95,-3.42,-2.54,-9.33,22
0.99,-16.76,-15.36,-3.08,9.77,1.76,0.58,-15.54,16.21,2.1,1.86,-2.44,22
-0.91,-15.06,-14.22,2.39,7.42,4.83,-1.01,-14.28,15.01,1.46,3.91,1.32,22
3.66,-19.96,-13.91,40.43,23.78,2.1,0.9,-18.59,16.58,43.31,16.36,-4.88,22
3.42,-23.4,-9.97,137.45,36.67,3.61,-0.4,-16.4,17.68,114.65,45.46,4.0,22
-1.04,-17.26,-2.85,242.97,97.12,-25.88,-5.43,5.9,16.24,230.03,36.28,7.37,22
1.91,-16.85,9.6,142.97,36.28,-24.12,-7.17,5.38,14.94,143.6,15.23,-3.91,22
2.27,-13.8,16.29,120.07,20.31,-24.8,-5.73,14.82,14.89,121.0,13.67,3.56,22
2.1,-7.12,20.06,73.14,21.53,-17.19,-6.25,17.1,9.34,72.02,10.45,-4.2,22
-0.5,-1.95,19.1,58.69,21.44,-8.3,-6.29,20.31,4.72,53.91,7.76,6.69,22
6.3,-3.55,28.16,6.15,-18.65,5.91,-4.72,25.11,6.85,1.27,1.22,-5.71,22
-2.7,-4.69,19.83,12.74,73.19,4.0,-6.14,19.52,3.94,33.64,12.6,13.77,23
-1.74,-3.81,21.24,3.61,-15.38,-3.52,-5.18,21.15,2.91,4.2,15.09,16.55,23
0.23,-2.0,22.72,-59.23,-47.66,-5.76,-5.13,25.04,4.87,-46.19,11.04,9.08,23
1.08,-15.92,15.45,-143.6,-64.75,6.69,-6.0,10.93,7.91,-173.73,-19.14,-22.95,23
2.65,-19.45,10.29,-143.21,-59.42,15.72,-7.04,10.16,13.0,-151.9,-10.6,-21.24,23
5.38,-22.47,4.02,-117.38,-61.04,15.87,-6.28,2.4,17.0,-129.64,5.32,-6.79,23
4.1,-22.04,-4.01,-120.36,-64.31,15.33,-4.48,-2.07,20.05,-134.77,-12.89,3.17,23
1.5,-18.51,-7.94,-88.77,-52.1,14.36,-5.07,-6.47,18.08,-96.68,-8.89,-2.64,23
0.73,-17.49,-11.55,-37.21,-11.23,2.83,-4.55,-13.99,17.36,-47.8,-5.81,-1.56,23
-0.15,-17.04,-13.26,-13.43,-15.92,-0.78,-5.07,-14.31,16.79,-17.04,18.55,-2.15,23
0.46,-16.76,-13.3,-12.6,0.44,0.0,-5.04,-12.38,16.53,-13.04,1.95,-11.23,23
0.3,-16.47,-14.15,0.63,-3.17,1.76,-4.62,-13.84,16.61,-0.73,-1.32,3.27,23
-0.12,-16.1,-13.86,-5.18,3.32,1.32,-5.19,-12.96,16.5,-0.73,0.73,-2.78,23
0.59,-16.29,-14.27,-2.0,3.71,2.2,-4.67,-14.07,16.68,-0.05,-3.61,-4.98,23
0.78,-16.15,-13.76,2.44,1.76,1.61,-4.51,-13.03,16.78,-0.88,-0.93,-0.39,23
1.46,-16.99,-12.55,14.06,0.0,2.05,-4.53,-13.6,17.4,5.03,-3.42,5.57,23
1.68,-17.57,-12.17,42.87,19.53,2.83,-5.02,-13.89,16.63,31.45,0.68,2.69,23
2.29,-17.86,-9.1,43.02,19.68,-3.12,-4.61,-7.29,19.09,52.88,0.39,5.86,23
2.14,-18.27,-6.04,94.34,42.29,-15.77,-5.18,-5.65,19.44,89.94,9.18,2.73,23
3.21,-20.02,-2.61,61.91,21.83,-9.81,-5.49,-2.2,20.42,65.53,1.27,8.25,23
2.2,-3.6,20.67,-6.74,-4.1,0.15,-4.7,17.07,9.99,-114.01,-25.54,-14.7,24
3.09,-5.29,19.9,-23.68,-24.9,-11.47,-3.49,9.5,15.9,-143.12,-35.69,-0.49,24
2.55,-9.44,14.73,-118.65,-47.61,27.39,-5.04,4.86,16.94,-100.44,-5.81,7.28,24
11.79,-21.31,14.17,-111.38,-55.52,30.22,-3.74,1.65,18.0,-160.84,-4.54,24.02,24
6.37,-18.87,6.76,-86.67,-52.98,29.93,-2.76,-15.71,15.02,-210.16,-5.08,-12.7,24
4.57,-19.06,-0.52,-132.08,-87.94,71.19,-2.87,-11.68,17.02,-16.7,0.54,10.5,24
3.73,-25.8,-11.17,-153.52,-70.95,60.74,-3.21,-13.55,17.49,-0.05,1.42,10.84,24
0.04,-18.67,-11.07,-16.94,-13.96,6.74,-2.75,-12.87,16.84,-12.01,1.61,-9.86,24
-0.72,-18.15,-11.97,-2.05,-4.64,0.1,-2.65,-12.29,17.25,-0.83,-0.05,4.3,24
-0.33,-17.63,-12.18,-10.5,3.91,4.35,-3.6,-12.82,16.82,2.88,-0.54,2.69,24
-2.19,-16.02,-12.13,2.25,-6.2,2.44,-2.9,-15.16,17.87,29.69,4.98,-1.51,24
-1.62,-17.55,-11.58,4.74,-0.98,0.29,-4.03,-7.79,17.56,53.03,13.38,-1.61,24
0.83,-20.3,-11.74,31.93,21.83,-4.98,-4.2,-9.54,19.3,114.4,13.53,-4.64,24
0.59,-17.54,-7.77,52.25,29.15,-14.94,-5.22,-1.15,19.91,95.56,10.11,7.96,24
3.39,-22.97,-6.57,99.95,68.99,-39.11,-5.84,5.76,18.46,107.96,14.55,11.82,24
5.64,-21.81,1.08,90.38,36.08,-29.2,-5.4,10.41,15.34,108.79,6.64,3.47,24
4.32,-17.37,6.72,107.57,30.42,-25.05,-5.87,14.05,9.7,91.02,8.5,-1.22,24
5.47,-16.7,12.28,103.95,42.09,-38.62,-4.79,15.91,6.83,53.95,2.29,1.71,24
4.56,-11.0,17.01,89.21,27.98,-28.52,-5.62,19.15,2.84,38.28,10.69,0.39,24
5.53,-7.66,19.64,54.49,6.25,-18.7,-4.48,25.75,5.39,-5.96,6.45,-6.69,24
6.3,-11.02,16.26,-116.26,-56.25,25.54,-6.07,15.02,9.57,-124.66,-21.53,-4.44,25
5.57,-14.83,10.42,-136.47,-68.9,49.46,-5.12,10.97,14.4,-155.37,-11.52,0.34,25
6.75,-19.57,3.45,-128.17,-70.95,49.17,-4.63,1.91,17.75,-138.33,-11.28,9.08,25
4.44,-20.14,-2.75,-109.96,-70.21,47.75,-4.24,-3.83,18.52,-126.17,-7.76,5.08,25
3.23,-21.21,-7.7,-68.7,-42.82,25.44,-3.68,-7.97,20.19,-69.48,-8.06,2.93,25
0.66,-19.39,-11.11,-52.93,-29.69,21.29,-3.25,-12.07,19.26,-60.25,-2.44,-5.57,25
0.88,-18.93,-11.23,-23.93,-20.75,6.69,-3.64,-11.35,18.12,-19.97,2.83,1.07,25
-0.04,-17.59,-11.5,-12.11,-6.25,0.93,-3.39,-12.03,18.39,-9.33,5.08,-10.6,25
-1.88,-16.67,-12.56,-9.62,-3.76,7.52,-3.65,-13.45,17.01,-12.94,4.15,-6.05,25
-1.38,-15.7,-12.28,-6.2,-1.56,8.35,-3.42,-12.09,17.19,-10.21,2.05,-5.91,25
-1.65,-16.33,-12.22,-0.78,-5.42,0.59,-3.68,-11.83,16.94,-4.3,-2.44,4.0,25
